"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20"
"1" 0.07586887835703 0.2010663507109 0.00359399684044234 0.0186018957345972 0.0308451816745656 0.00497630331753555 3.94944707740916e-05 0.115955766192733 0.0604660347551343 3.94944707740916e-05 0.00240916271721959 0.0235387045813586 0.0624407582938389 0.239968404423381 0.0363744075829384 0.0612559241706161 0.0343996840442338 0.00892575039494471 0.00280410742496051 0.0164296998420221
"2" 0.109598698481562 0.162201735357918 0.0179501084598698 0.0206616052060738 0.185520607375271 5.42299349240781e-05 0.000325379609544469 0.105802603036876 0.0146963123644252 5.42299349240781e-05 0.0127982646420824 5.42299349240781e-05 0.0342190889370933 0.183622559652928 0.0315075921908894 0.0648590021691974 0.0244577006507592 0.026355748373102 5.42299349240781e-05 0.0052060737527115
"3" 0.0884451544195953 0.182960596379127 0.00963791267305644 0.0168264110756124 0.142225772097977 5.3248136315229e-05 5.3248136315229e-05 0.0900425985090522 0.0205537806176784 0.00724174653887114 5.3248136315229e-05 0.000319488817891374 0.0226837060702875 0.142758253461129 0.0367944621938232 0.167784877529286 0.00697550585729499 0.0141640042598509 0.027209797657082 0.0232161874334398
"4" 0.00779651645009677 0.185844622615427 0.000331766657450926 0.0202377661045065 0.115067735692563 0.00143765551562068 0.0094553497373514 0.0816145977329278 0.0683439314348908 0.00309648880287531 0.000608238871993365 0.0329554879734587 0.0730439590821122 0.23948023223666 0.0409731821951894 0.0799557644456732 0.015537738457285 0.0205142383190489 5.52944429084877e-05 0.00364943323196019
"5" 0.0849299719887955 0.12218487394958 5.60224089635854e-05 5.60224089635854e-05 0.168683473389356 0.00061624649859944 5.60224089635854e-05 0.12218487394958 0.0434733893557423 5.60224089635854e-05 0.00313725490196078 0.0647619047619048 0.017703081232493 0.194173669467787 0.0188235294117647 0.067563025210084 0.0602801120448179 0.00061624649859944 0.00901960784313726 0.021624649859944
"6" 0.04 0.157639593908629 0.00116751269035533 2.53807106598985e-05 0.0823857868020305 0.00421319796954315 2.53807106598985e-05 0.0943147208121827 0.0473604060913706 2.53807106598985e-05 2.53807106598985e-05 0.0162690355329949 0.111319796954315 0.245203045685279 0.014492385786802 0.107893401015228 0.0199492385786802 0.0202030456852792 0.0214720812182741 0.0160152284263959
"7" 0.050160137965016 0.177038679477704 0.000763734910076373 0.00938654841093865 0.0678984971667899 0.000147819660014782 0.0002710027100271 0.0829268292682927 0.0792313377679231 0.0002710027100271 0.00778516876077852 0.0297117516629712 0.11520078837152 0.220645479182065 0.00532150776053215 0.10830253757083 0.0363636363636364 2.46366100024637e-05 0.00655333826065533 0.00199556541019956
"8" 0.0933512064343164 0.176997319034853 0.00890080428954424 5.36193029490617e-05 0.160911528150134 5.36193029490617e-05 5.36193029490617e-05 0.0426809651474531 0.0410723860589812 0.000589812332439678 0.0126541554959786 0.00112600536193029 0.232761394101877 0.145630026809651 0.014798927613941 0.050455764075067 0.00219839142091153 5.36193029490617e-05 5.36193029490617e-05 0.0156032171581769
"9" 0.109231619679381 0.238308457711443 5.52791597567717e-05 0.0158098396904367 0.173355444997236 0.00033167495854063 0.00116086235489221 0.0851851851851852 0.100110558319514 5.52791597567717e-05 0.00309563294637921 0.0141514648977336 0.0265892758430072 0.127197346600332 5.52791597567717e-05 0.0509121061359867 0.00945273631840796 0.0252072968490879 0.0196793808734107 5.52791597567717e-05
"10" 0.0483586869495596 0.127088337336536 5.33760341606619e-05 0.0069922604750467 0.156178275954097 0.000320256204963971 5.33760341606619e-05 0.158313317320523 0.0494262076327729 0.00592473979183347 0.00085401654657059 0.070242860955431 0.0601014144649053 0.236242327195089 0.00218841740058714 0.0398185214838537 0.0179343474779824 5.33760341606619e-05 0.00805978115825994 0.0117961035495063
